title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Frank Bidart,5112,finalist,1438981265,finalists/frank-bidart-1,"A book of lyric poems that evinces compassion for the human condition as it explores the constraints that limit the possibility of people changing the course of their lives.
",224,111,"Watching the Spring Festival
","Farrar, Straus and Giroux
",2009,111,2009,224,Poetry
Ruth Stone,5113,finalist,1438981265,finalists/ruth-stone,"A collection of poems that give rich drama to ordinary experience, deepening our sense of what it means to be human.
",224,111,"What Love Comes To: New &amp; Selected Poems
","Copper Canyon Press
",2009,111,2009,224,Poetry
Arthur Herman,5114,finalist,1438981265,finalists/arthur-herman,"An authoritative, deeply researched book that achieves an extraordinary balance in weighing two mighty protagonists against each other. 
",223,111,"Gandhi and Churchill: The Epic Rivalry That Destroyed an Empire and Forged Our Age
","Bantam Books
",2009,111,2009,223,General Nonfiction
William I. Hitchcock,5115,finalist,1438981265,finalists/william-i-hitchcock,"A heavily documented exploration of the overlooked suffering of noncombatants in the victory over Nazi Germany, written with the dash of a novelist and the authority of a scholar.
",223,111,"The Bitter Road to Freedom: A New History of the Liberation of Europe
","Free Press
",2009,111,2009,223,General Nonfiction
Gina Gionfriddo,5116,finalist,1438981265,finalists/gina-gionfriddo,"A jarring comedy that examines family and romantic relationships with a lacerating wit while eschewing easy answers and pat resolutions.
",218,111,"Becky Shaw
",,2009,111,2009,218,Drama
Lin-Manuel Miranda and Quiara Alegría Hudes,5117,finalist,1441744753,finalists/lin-manuel-miranda-and-quiara-alegrí-hudes,"A robust musical about struggling Latino immigrants in New York City today that celebrates the virtues of sacrifice, family solidarity and gritty optimism.
",218,111,In The Heights,,2009,111,2009,218,Drama
H.W. Brands,5118,finalist,1438981265,finalists/hw-brands-0,"A richly textured and highly readable exploration of the inner Roosevelt, presented with analytical acuity and flashes of originality.
",222,111,"Traitor to His Class: The Privileged Life and Radical Presidency of Franklin Delano Roosevelt
","Doubleday
",2009,111,2009,222,Biography
Steve Coll,5119,finalist,1438981265,finalists/steve-coll,"An epic tale extending far beyond Osama Bin Laden and the calamity of  9/11, rooted in meticulous research and written with an urgency, clarity and flair that entertains as easily as it educates.
",222,111,"The Bin Ladens: An Arabian Family in the American Century
","The Penguin Press
",2009,111,2009,222,Biography
Don Byron,5120,finalist,1438981265,finalists/don-byron,"A deft set of studies that display rhythmic inventiveness and irresistible energy, charm and wit.
",225,111,"7 Etudes for Solo Piano
","nottuskegeelike music/BMI
",2009,111,2009,225,Music
Harold Meltzer,5121,finalist,1438981265,finalists/harold-meltzer,"A sonic portrait of a cemetery in northern Italy painted with the touch of a watercolorist and marked by an episodic structure and vivid playfulness that offer a graceful, sensual and contemplative experience.
",225,111,"Brion
","Urban Scrawl Music Company
",2009,111,2009,225,Music
Adam Liptak,5122,finalist,1438981265,finalists/adam-liptak,"For his lucid exposition of how the cornerstones of the American judicial system differ from those in other democratic nations, awakening readers to the benefits and drawbacks of those differences.
",207,111,"The New York Times
",,2009,111,2009,207,Explanatory Reporting
Robert O'Harrow Jr. and Brady Dennis,5123,finalist,1443802280,finalists/robert-oharrow-jr-and-brady-dennis,"For their vivid, richly documented explanation of why AIG, the insurance industry giant, nearly collapsed and what lessons the crisis holds for the nation&#039;s policymakers.
",207,111,The Washington Post,,2009,111,2009,207,Explanatory Reporting
John Barry,5124,finalist,1438981265,finalists/john-barry,"For his concise, captivating story about a rescued baby dolphin that needed a new tail and became a famous survivor, illuminating the mysterious connection between human beings and animals. 
",211,111,"St. Petersburg Times
",,2009,111,2009,211,Feature Writing
Amy Ellis Nutt,5125,finalist,1438981265,finalists/amy-ellis-nutt,"For her poignant, deeply reported story of a chiropractor who suffered a severe stroke following brain surgery and became a wildly creative artist, in many ways estranged from his former self.
",211,111,"The Star-Ledger
",,2009,111,2009,211,Feature Writing
Diane Suchetka,5126,finalist,1438981265,finalists/diane-suchetka,"For her harrowing tale of a mechanic whose arms were reattached after being severed in an accident, a disciplined narrative that takes readers on the man&#039;s painful personal and physical journey to recove",211,111,"The Plain Dealer
",,2009,111,2009,211,Feature Writing
Regina Brett,5127,finalist,1438981265,finalists/regina-brett-0,"For her range of compelling columns that move the heart, challenge authority and often trigger action while giving readers deeper insight into life&#039;s challenges.
",212,111,"The Plain Dealer
",,2009,111,2009,212,Commentary
Paul Krugman,5128,finalist,1438981265,finalists/paul-krugman,"For his prophetic columns on economic peril during a year of financial calamity, blending the scholarly knowledge of a distinguished economist with the skill of a wordsmith.
",212,111,"The New York Times
",,2009,111,2009,212,Commentary
Inga Saffron,5129,finalist,1438981265,finalists/inga-saffron-1,"For her fascinating and convincing architectural critiques that boldly confront important topics, from urban planning issues to the newest skyscraper.
",213,111,"The Philadelphia Inquirer
",,2009,111,2009,213,Criticism
Sebastian Smee,5130,finalist,1438981265,finalists/sebastian-smee,"For his fresh, accessible and energetic reviews on the New England art scene, creating for readers a sense of discovery even as he provides discerning analysis.
",213,111,"The Boston Globe
",,2009,111,2009,213,Criticism
Charles Lane,5131,finalist,1438981265,finalists/charles-lane,"For his succinct and insightful editorials on the nation&#039;s economic collapse, zeroing in on problems and offering solutions with a steady voice of reason.
",214,111,"The Washington Post
",,2009,111,2009,214,Editorial Writing
"John McCormick, Marie Dillon and Bruce Dold",5132,finalist,1438981265,finalists/john-mccormick-marie-dillon-and-bruce-dold,"For their persistent campaign to reform statehouse ethics, drawing on corruption in the governor&#039;s office to drive home their successful call for legislative action. 
",214,111,"Chicago Tribune
",,2009,111,2009,214,Editorial Writing
Mike Thompson,5133,finalist,1438981265,finalists/mike-thompson-1,"For his compelling collection of print and animated cartoons that blend the great traditions of the craft with new online possibilities.
",215,111,"Detroit Free Press
",,2009,111,2009,215,Editorial Cartooning
Matt Wuerker,5134,finalist,1438981265,finalists/matt-wuerker,"For his engaging mix of art and ideas, resulting in cleverly conceived cartoons that persuade rather than rant and that sometimes use animation to widen their impact.
",215,111,"Politico
",,2009,111,2009,215,Editorial Cartooning
Staff,5135,finalist,1438981265,finalists/staff-165,"For its haunting chronicle of death, destruction, heartbreak and renewal when an earthquake devastated Sichuan, China.
",216,111,"Associated Press
",,2009,111,2009,216,Breaking News Photography
Carol Guzy,5136,finalist,1438981265,finalists/carol-guzy,"For her powerfully intimate coverage of the perils and sorrow of childbirth in Sierra Leone, where women face the world&#039;s highest rate of maternal mortality.
",217,111,"The Washington Post
",,2009,111,2009,217,Feature Photography
Sonya Hebert,5137,finalist,1438981265,finalists/sonya-hebert,"For her empathetic portrait of palliative care in a Texas medical center as terminally ill patients cope with the end of their lives.
",217,111,"The Dallas Morning News
",,2009,111,2009,217,Feature Photography
Ted Morgan,3986,finalist,1438981203,finalists/ted-morgan,,222,137,"Churchill: Young Man in a Hurry, 1874-1915
","Simon &amp; Schuster
",1983,137,1983,222,Biography
Richard Norton Smith,3987,finalist,1438981203,finalists/richard-norton-smith,,222,137,"Thomas E. Dewey and His Times
","Simon &amp; Schuster
",1983,137,1983,222,Biography
Ross Mackenzie,3988,finalist,1438981203,finalists/ross-mackenzie,,212,137,"Richmond (VA) News Leader
",,1983,137,1983,212,Commentary
David G. Rossie,3989,finalist,1438981203,finalists/david-g-rossie,,212,137,"Binghamton (NY) Evening Press
",,1983,137,1983,212,Commentary
Beth Dunlop,3990,finalist,1438981203,finalists/beth-dunlop,"For architectural criticism.
",213,137,"The Miami Herald
",,1983,137,1983,213,Criticism
Stephen Schiff,3991,finalist,1438981203,finalists/stephen-schiff,"For film criticism.
",213,137,"The Boston Phoenix
",,1983,137,1983,213,Criticism
Sam Shepard,3992,finalist,1438981203,finalists/sam-shepard,,218,137,"True West
",,1983,137,1983,218,Drama
Tony Auth,3993,finalist,1438981203,finalists/tony-auth,,215,137,"The Philadelphia Inquirer
",,1983,137,1983,215,Editorial Cartooning
Dick Wright,3994,finalist,1438981203,finalists/dick-wright,,215,137,"The Providence Journal-Bulletin
",,1983,137,1983,215,Editorial Cartooning
Ralph B. Bennett and Jonathan Freedman,3995,finalist,1438981203,finalists/ralph-b-bennett-and-jonathan-freedman,"For their editorial campaign urging passage of an immigration reform bill.
",214,137,"San Diego Tribune
",,1983,137,1983,214,Editorial Writing
Marvin Seid,3996,finalist,1438981203,finalists/marvin-seid,"For his series of editorials on the Israeli invasion of Lebanon.
",214,137,"Los Angeles Times
",,1983,137,1983,214,Editorial Writing
Barron Ludlum,3997,finalist,1438981203,finalists/barron-ludlum,"For his picture story of a sick child&#039;s struggle for life.
",217,137,"Dallas Times Herald
",,1983,137,1983,217,Feature Photography
John H. White,3998,finalist,1438981203,finalists/john-h-white,"For a variety of photographs depicting life in Chicago.
",217,137,"Chicago Sun-Times
",,1983,137,1983,217,Feature Photography
Don Colburn,3999,finalist,1438981203,finalists/don-colburn,"For his documentation of the work of the nation&#039;s largest burn treatment center in Seattle, Wash.
",211,137,"The Everett (WA) Herald
",,1983,137,1983,211,Feature Writing
James Ricci,4000,finalist,1438981203,finalists/james-ricci,"For his extraordinary account of an organ donation &quot;Kelly&#039;s Gift,&quot; and the effects it had on the lives of four strangers.
",211,137,"Detroit Free Press
",,1983,137,1983,211,Feature Writing
Chaim Grade,4001,finalist,1438981203,finalists/chaim-grade,,219,137,"Rabbis and Wives
","Knopf
",1983,137,1983,219,Fiction
Anne Tyler,4002,finalist,1438981203,finalists/anne-tyler,,219,137,"Dinner at the Homesick Restaurant
","Knopf
",1983,137,1983,219,Fiction
Diane Johnson,4003,finalist,1438981203,finalists/diane-johnson,,223,137,"Terrorists and Novelists
","Knopf
",1983,137,1983,223,General Nonfiction
Jonathan Schell,4004,finalist,1438981203,finalists/jonathan-schell,,223,137,"The Fate of the Earth
","Knopf
",1983,137,1983,223,General Nonfiction
Robert L. Middlekauff,4005,finalist,1438981203,finalists/robert-l-middlekauff,,220,137,"The Glorious Cause: The American Revolution, 1763-1789
","Oxford University Press
",1983,137,1983,220,History
Bertram Wyatt-Brown,4006,finalist,1438981203,finalists/bertram-wyatt-brown,,220,137,"Southern Honor: Ethics &amp; Behavior in the Old South
",,1983,137,1983,220,History
Rod Nordland,4007,finalist,1438981203,finalists/rod-nordland,"For his coverage of the impact of war and famine on Cambodia, Vietnam and East Timor.
",210,137,"Philadelphia Inquirer
",,1983,137,1983,210,International Reporting
Dallas Morning News Team,4008,finalist,1438981203,finalists/dallas-morning-news-team,"For its coverage and analysis of the financial collapse of Braniff International Airlines.
",266,137,"The Dallas Morning News
",,1983,137,1983,266,Local General or Spot News Reporting
Staff,4009,finalist,1438981203,finalists/staff-16,"For its coverage of an accident at Ginna nuclear power plant that helped to avert public panic.
",266,137,"Rochester (NY) Democrat &amp; Chronicle
",,1983,137,1983,266,Local General or Spot News Reporting
Donald C. Drake,4010,finalist,1438981203,finalists/donald-c-drake,"For his series &quot;The Forsaken,&quot; a tragic portrait of the failure of mental health care in America.
",267,137,"The Philadelphia Inquirer
",,1983,137,1983,267,Local Investigative Specialized Reporting
"R.G. Dunlop, Robert T. Garrett, Richard Whitt, Mike Brown, Bill Osinski and Stewart Bowman",4011,finalist,1438981203,finalists/rg-dunlop-robert-t-garrett-richard-whitt-mike-brown-bill-osinski-and-stewart-bowman,"For their series on illegal and dangerous operations in the coal industry.
",267,137,"The Louisville Courier-Journal
",,1983,137,1983,267,Local Investigative Specialized Reporting
Vivian Fine,4012,finalist,1438981206,finalists/vivian-fine,"Premiered on January 5, 1983 by the San Francisco Symphony, at Davies Symphony Hall in San Francisco.
",225,137,"Drama for Orchestra
",,1983,137,1983,225,Music
Haynes Johnson,4013,finalist,1438981206,finalists/haynes-johnson,"For his reporting on the impact of the recession on communities across the nation.
",209,137,"The Washington Post
",,1983,137,1983,209,National Reporting
Jim Henderson,4014,finalist,1438981206,finalists/jim-henderson,"For his series on the persistence of racism in the &quot;New South&quot; and, in a second nomination, for his reporting on the consequences of atomic testing in America.
",209,137,"Dallas Times Herald
",,1983,137,1983,209,National Reporting
Jack Gilbert,4015,finalist,1438981206,finalists/jack-gilbert,,224,137,"Monolithos, Poems, 1962 and 1982
","Knopf
",1983,137,1983,224,Poetry
Charles Wright,4016,finalist,1438981206,finalists/charles-wright-0,,224,137,"Country Music, Selected Early Poems
","Wesleyan University Press
",1983,137,1983,224,Poetry
Staff,4017,finalist,1438981206,finalists/staff-17,"For its balanced and informative special report on the nuclear arms race. (Moved by the Board to the National Reporting category.)
",204,137,"The Boston Globe
",,1983,137,1983,204,Public Service
Staff,4018,finalist,1438981206,finalists/staff-18,"For its ongoing investigation of mismanagement of the Washington Public Power Supply System&#039;s (WPPSS) nuclear construction program.
",204,137,"The Seattle Post-Intelligencer
",,1983,137,1983,204,Public Service
James L. Davis,4019,finalist,1438981206,finalists/james-l-davis,"For his photographs of a shoot-out between members of a religious sect and local law enforcement officers in Miracle Valley, Ariz.
",274,137,"The Arizona Daily Star
",,1983,137,1983,274,Spot News Photography
Daymon J. Hartley,4020,finalist,1438981206,finalists/daymon-j-hartley,"For his photographs of a fire rescue in Detroit.
",274,137,"United Press International
",,1983,137,1983,274,Spot News Photography
Chester Panzer,4021,finalist,1438981206,finalists/chester-panzer,"For his dramatic photos of the rescue of survivors of the Air Florida jet crash.
",274,137,"WRC-TV
",,1983,137,1983,274,Spot News Photography
Virginia Ellis,4757,finalist,1438981239,finalists/virginia-ellis,"For her persistent reporting that exposed extensive financial improprieties by a state insurance commissioner, who later resigned.
",278,119,"Los Angeles Times
",,2001,119,2001,278,Beat Reporting
Rebecca Smith,4758,finalist,1438981239,finalists/rebecca-smith,"For her prescient and knowledgeable reporting on the electricity shortage faced by the U.S., and the country&#039;s failed efforts to deregulate energy.
",278,119,"The Wall Street Journal
",,2001,119,2001,278,Beat Reporting
H.W. Brands,4759,finalist,1438981239,finalists/hw-brands,,222,119,"The First American: The Life and Times of Benjamin Franklin
","Doubleday
",2001,119,2001,222,Biography
Christoph Wolff,4760,finalist,1438981239,finalists/christoph-wolff,,222,119,"Johann Sebastian Bach: The Learned Musician
","W.W. Norton &amp; Company
",2001,119,2001,222,Biography
Chris Gerald,4761,finalist,1438981239,finalists/chris-gerald,"For his photograph of a Palestinian youth triumphantly raising his bloodstained hands after two Israeli soldiers were killed.
",216,119,"Agence France-Presse
",,2001,119,2001,216,Breaking News Photography
Rachel Ritchie,4762,finalist,1438981242,finalists/rachel-ritchie,"For her photograph of an armed man who shot four people at a local street fair.
",216,119,"Providence Journal
",,2001,119,2001,216,Breaking News Photography
Staff,4763,finalist,1438981242,finalists/staff-106,"For its compelling and resourceful coverage of every aspect of the crash of Alaska Airlines Flight 261 off the California coast, which killed 88 passengers.
",205,119,"Los Angeles Times Staff
",,2001,119,2001,205,Breaking News Reporting
Staff,4764,finalist,1438981242,finalists/staff-107,"For its graphic and highly detailed coverage, despite restricted access, of the dormitory fire at Seton Hall University that killed three students and injured 58 others.
",205,119,"The Star-Ledger
",,2001,119,2001,205,Breaking News Reporting
Karen Heller,4765,finalist,1438981242,finalists/karen-heller,"For her humorous columns on modern life and popular culture.
",212,119,"The Philadelphia Inquirer
",,2001,119,2001,212,Commentary
Derrick Z. Jackson,4766,finalist,1438981242,finalists/derrick-z-jackson,"For his perceptive, versatile columns on such subjects as politics, education and race.
",212,119,"The Boston Globe
",,2001,119,2001,212,Commentary
Trudy Rubin,4767,finalist,1438981242,finalists/trudy-rubin,"For her keenly analytical columns on the Middle East.
",212,119,"The Philadelphia Inquirer
",,2001,119,2001,212,Commentary
Christopher Knight,4768,finalist,1438981242,finalists/christopher-knight-0,"For his passionate and publi&#039;minded art criticism.
",213,119,"Los Angeles Times
",,2001,119,2001,213,Criticism
Jerry Saltz,4769,finalist,1438981242,finalists/jerry-saltz,"For his fresh and engaging views on contemporary art.
",213,119,"The Village Voice
",,2001,119,2001,213,Criticism
Edward Albee,4770,finalist,1438981242,finalists/edward-albee,,218,119,"The Play About the Baby
",,2001,119,2001,218,Drama
Kenneth Lonergan,4771,finalist,1438981242,finalists/kenneth-lonergan,,218,119,"The Waverly Gallery
",,2001,119,2001,218,Drama
Clay Bennett,4772,finalist,1438981242,finalists/clay-bennett-1,,215,119,"The Christian Science Monitor
",,2001,119,2001,215,Editorial Cartooning
Ben Sargent,4773,finalist,1438981242,finalists/ben-sargent,,215,119,"The Austin American-Statesman
",,2001,119,2001,215,Editorial Cartooning
Laurie Roberts,4774,finalist,1438981242,finalists/laurie-roberts,"For her persuasive editorial series urging reform of the process by which the state draws its legislative and congressional districts.
",214,119,"The Arizona Republic Phoenix
",,2001,119,2001,214,Editorial Writing
Tina Rosenberg,4775,finalist,1438981242,finalists/tina-rosenberg,"For her searching and knowledgeable editorials on international and human rights issues.
",214,119,"The New York Times
",,2001,119,2001,214,Editorial Writing
Louise Kiernan,4776,finalist,1438981242,finalists/louise-kiernan,"For her moving and humane portrait of a young mother killed by a falling skyscraper window, its effect on her three-year-old daughter, and the negligence of the company involved.
",207,119,"Chicago Tribune
",,2001,119,2001,207,Explanatory Reporting
Staff,4777,finalist,1438981242,finalists/staff-108,"For its insightful coverage of the completed deciphering of the human genome, which explained the scientific context for understanding the chemical string that makes up DNA, as well as the discovery&#039;s implications for the future.
",207,119,"The New York Times
",,2001,119,2001,207,Explanatory Reporting
David Guttenfelder,4778,finalist,1438981242,finalists/david-guttenfelder,"For his moving photographs of North and South Koreans visiting relatives they had not seen in half a century, and other images generated by the Korean governments&#039; reunification efforts.
",217,119,"Associated Press
",,2001,119,2001,217,Feature Photography
Marc Piscotty,4779,finalist,1438981242,finalists/marc-piscotty,"For his illuminating images of suburban high school students facing adulthood.
",217,119,"Rocky Mountain News
",,2001,119,2001,217,Feature Photography
Robin Gaby Fisher,4780,finalist,1438981242,finalists/robin-gaby-fisher,"For her inspirational stories that chronicled the care and recovery of two students critically burned in a dormitory fire at Seton Hall University.
",211,119,"The Star-Ledger
",,2001,119,2001,211,Feature Writing
Richard E. Meyer,4781,finalist,1438981242,finalists/richard-e-meyer-0,"For his elegant, insightful portrait of a Tennessee family whose son shot three people at his high school.
",211,119,"Los Angeles Times
",,2001,119,2001,211,Feature Writing
Joyce Carol Oates,4782,finalist,1438981242,finalists/joyce-carol-oates-1,,219,119,"Blonde
","The Ecco Press/HarperCollins
",2001,119,2001,219,Fiction
Joy Williams,4783,finalist,1438981242,finalists/joy-williams,,219,119,"The Quick and the Dead
","Alfred A. Knopf
",2001,119,2001,219,Fiction
Ted Conover,4784,finalist,1438981242,finalists/ted-conover,,223,119,"Newjack: Guarding Sing Sing
","Random House
",2001,119,2001,223,General Nonfiction
Dave Eggers,4785,finalist,1438981242,finalists/dave-eggers,,223,119,"A Heartbreaking Work of Staggering Genius
","Simon &amp; Schuster
",2001,119,2001,223,General Nonfiction
Frances FitzGerald,4786,finalist,1438981242,finalists/frances-fitzgerald,,220,119,"Way Out There in the Blue
","Simon &amp; Schuster
",2001,119,2001,220,History
Alexander Keyssar,4787,finalist,1438981242,finalists/alexander-keyssar,,220,119,"The Right to Vote: The Contested History of Democracy in the United States
","Basic Books
",2001,119,2001,220,History
Maura Reynolds,4788,finalist,1438981242,finalists/maura-reynolds,"For her reporting, at considerable personal risk, of the volatile aftermath of the war in Chechnya and the uncertain future engagement of Russia with that republic.
",210,119,"Los Angeles Times
",,2001,119,2001,210,International Reporting
Mike McIntire and Jack Dolan,4789,finalist,1438981242,finalists/mike-mcintire-and-jack-dolan,"For their persistent reporting that dispelled, locally and nationally, the secrecy cloaking the mistakes of practicing doctors who have been subjected to disciplinary actions or compelled to make malpractice payments.
",206,119,"Hartford Courant
",,2001,119,2001,206,Investigative Reporting
Fredric N. Tulsky,4790,finalist,1438981242,finalists/fredric-n-tulsky,"For his illuminating reporting on the arbitrary and inconsistent administration of the federal system that grants political asylum to refugees entering the U.S.
",206,119,"The Mercury News
",,2001,119,2001,206,Investigative Reporting
Stephen Hartke,4791,finalist,1438981242,finalists/stephen-hartke,"Premiered on January 15, 2001 at Alfred Newman Recital Hall, University of Southern California, Los Angeles, CA.
",225,119,"Tituli
",,2001,119,2001,225,Music
Fred Lerdahl,4792,finalist,1438981242,finalists/fred-lerdahl,"Premiered on December 12, 2000 at Merkin Hall, New York City.
",225,119,"Time After Time
",,2001,119,2001,225,Music
Frank Fitzpatrick and Gilbert M. Gaul,4793,finalist,1438981242,finalists/frank-fitzpatrick-and-gilbert-m-gaul,"For their series on the extreme commercialization of college sports.
",209,119,"The Philadelphia Inquirer
",,2001,119,2001,209,National Reporting
Staff,4794,finalist,1438981242,finalists/staff-109,"For its comprehensive review of death penalty cases in Texas and nine other states that pointed out fundamental flaws in the system by which Americans are executed for crimes.
",209,119,"Chicago Tribune 
",,2001,119,2001,209,National Reporting
Sydney Lea,4795,finalist,1438981242,finalists/sydney-lea,,224,119,"Pursuit of a Wound
","University of Illinois Press
",2001,119,2001,224,Poetry
Bruce Smith,4796,finalist,1438981242,finalists/bruce-smith,,224,119,"The Other Lover
","The University of Chicago Press
",2001,119,2001,224,Poetry
Staff,4797,finalist,1438981242,finalists/staff-110,"For its accurate and comprehensive coverage of the 2000 presidential election, particularly during those 36 uncertain days when much of the nation looked to the AP for disciplined, 24-hour reporting on the close votes and recounts.
",204,119,"Associated Press
",,2001,119,2001,204,Public Service
Staff,4798,finalist,1438981242,finalists/staff-111,"For its comprehensive series on the AIDS plague in Africa, which revealed how the devastating epidemic was affected by political, commercial and bureaucratic forces far removed from the lives of most of its victims.
",204,119,"The Washington Post
",,2001,119,2001,204,Public Service
Ellen Barry,4885,finalist,1438981248,finalists/ellen-barry-0,"For her fresh, thoroughly reported and powerfully written stories about neglected people with mental health problems in Massachusetts.
",278,116,"The Boston Globe
",,2004,116,2004,278,Beat Reporting
Barton Gellman,4886,finalist,1438981248,finalists/barton-gellman-0,"For his authoritative and provocative coverage of the search for forbidden weapons in Iraq.
",278,116,"The Washington Post
",,2004,116,2004,278,Beat Reporting
James Gleick,4887,finalist,1438981248,finalists/james-gleick-1,,222,116,"Isaac Newton
","Pantheon Books
",2004,116,2004,222,Biography
Hayden Herrera,4888,finalist,1438981248,finalists/hayden-herrera,,222,116,"Arshile Gorky: His Life and Work
","Farrar
",2004,116,2004,222,Biography
Staff,4889,finalist,1438981248,finalists/staff-128,"For its evocative, panoramic portrayal of the war in Iraq.
",216,116,"Associated Press
",,2004,116,2004,216,Breaking News Photography
Chris Hondros,4890,finalist,1438981248,finalists/chris-hondros,"For his powerful and courageous coverage of the bloody upheaval in Liberia (moved by the jury from the Feature Photography category).
",216,116,"Getty Images
",,2004,116,2004,216,Breaking News Photography
Staff,4891,finalist,1438981248,finalists/staff-129,"For its immediate and distinctive search for the cause of the Columbia space shuttle disaster.
",205,116,"The Miami Herald
",,2004,116,2004,205,Breaking News Reporting
Staff,4892,finalist,1438981248,finalists/staff-130,"For its enterprising coverage of the summertime blackout that stretched over a vast area of the United States and cut the paper&#039;s own power supply as deadlines loomed.
",205,116,"Newsday
",,2004,116,2004,205,Breaking News Reporting
Nicholas Kristof,4893,finalist,1438981248,finalists/nicholas-kristof,"For his columns that, through rigorous reporting and powerful writing, often gave voice to forgotten people trapped in misery.
",212,116,"The New York Times
",,2004,116,2004,212,Commentary
Cynthia Tucker,4894,finalist,1438981248,finalists/cynthia-tucker,"For her forceful, persuasive columns that confronted sacred cows and hot topics with unswerving candor.
",212,116,"The Atlanta Journal-Constitution
",,2004,116,2004,212,Commentary
Nicolai Ouroussoff,4895,finalist,1438981248,finalists/nicolai-ouroussoff-0,"For his versatile architectural criticism that stretched from his hometown&#039;s new Disney Hall to the rubble in Baghdad, where he pondered the ancient city&#039;s resurrection.
",213,116,"Los Angeles Times
",,2004,116,2004,213,Criticism
Inga Saffron,4896,finalist,1438981248,finalists/inga-saffron,"For her passionate and insightful architectural criticism that, through clear, elegant writing, was as accessible to the ordinary reader as it was to the expert.
",213,116,"The Philadelphia Inquirer
",,2004,116,2004,213,Criticism
Tracy Letts,4897,finalist,1438981248,finalists/tracy-letts,,218,116,"Man from Nebraska
",,2004,116,2004,218,Drama
Theresa Rebeck and Alexandra Gersten-Vassilaros,4898,finalist,1438981248,finalists/theresa-rebeck-and-alexandra-gersten-vassilaros,,218,116,"Omnium Gatherum
",,2004,116,2004,218,Drama
Steve Sack,4899,finalist,1438981248,finalists/steve-sack,"For his vivid, distinctive cartoons that used creative metaphors to achieve high-impact results.
",215,116,"Minneapolis Star Tribune
",,2004,116,2004,215,Editorial Cartooning
Garry Trudeau,4900,finalist,1438981248,finalists/garry-trudeau-0,"For his inventive &quot;Doonesbury&quot; cartoons that were often ahead of the headlines and used deft writing to enhance impact.
",215,116,"Universal Press Syndicate
",,2004,116,2004,215,Editorial Cartooning
Andrew Malcolm,4901,finalist,1438981248,finalists/andrew-malcolm,"For his refreshing, richly textured editorials that illuminated a variety of life situations.
",214,116,"Los Angeles Times
",,2004,116,2004,214,Editorial Writing
Andres Martinez,4902,finalist,1438981248,finalists/andres-martinez,"For his exhaustively researched series of editorials that exposed the harmful global effects of American agricultural trade policy.
",214,116,"The New York Times
",,2004,116,2004,214,Editorial Writing
Erika Niedowski,4903,finalist,1438981248,finalists/erika-niedowski,"For her illuminating account of how one of America&#039;s best hospitals let an infant die of a preventable condition and how the devastated mother joined with the hospital to spare other families such heartache.
",207,116,"The Baltimore Sun
",,2004,116,2004,207,Explanatory Reporting
"Bernard Wolfson, William Heisel and Chris Knap",4904,finalist,1438981248,finalists/bernard-wolfson-william-heisel-and-chris-knap,"For their ambitious exploration of the quality of care at 26 local hospitals and the creation of a &quot;report card&quot; to help consumers make medical decisions.
",207,116,"Orange County Register
",,2004,116,2004,207,Explanatory Reporting
"Pauline Lubens, Dai Sugano and Patrick Tehan",4905,finalist,1438981248,finalists/pauline-lubens-dai-sugano-and-patrick-tehan,"For their imaginative and sophisticated coverage of California&#039;s extraordinary recall election.
",217,116,"The Mercury News
",,2004,116,2004,217,Feature Photography
Damir Sagolj,4906,finalist,1438981248,finalists/damir-sagolj,"For his unforgettable picture of a burly American medic in Iraq cuddling a child whose mother had just been killed in a crossfire (moved by the jury from the Breaking News Photography category).
",217,116,"Reuters
",,2004,116,2004,217,Feature Photography
Anne Hull and Tamara Jones,4907,finalist,1438981248,finalists/anne-hull-and-tamara-jones,"For their intimate exploration of the lives of wounded soldiers returning from Iraq.
",211,116,"The Washington Post
",,2004,116,2004,211,Feature Writing
Patricia Wen,4908,finalist,1438981248,finalists/patricia-wen,"For her story chronicling more aggressive efforts by states to terminate the rights of parents.
",211,116,"The Boston Globe
",,2004,116,2004,211,Feature Writing
Robert Lee Hotz,4909,finalist,1438981248,finalists/robert-lee-hotz,"For his lucid story on the efforts to unravel the mystery of why the Columbia space shuttle fell from the sky.
",211,116,"Los Angeles Times
",,2004,116,2004,211,Feature Writing
Susan Choi,4910,finalist,1438981248,finalists/susan-choi,,219,116,"American Woman
","HarperCollins
",2004,116,2004,219,Fiction
Marianne Wiggins,4911,finalist,1438981248,finalists/marianne-wiggins,,219,116,"Evidence of Things Unseen
","Simon &amp; Schuster
",2004,116,2004,219,Fiction
Steven Nadler,4912,finalist,1438981252,finalists/steven-nadler,,223,116,"Rembrandt&#039;s Jews
","The University of Chicago Press
",2004,116,2004,223,General Nonfiction
Dana Priest,4913,finalist,1438981252,finalists/dana-priest,,223,116,"The Mission: Waging War and Keeping Peace with America&#039;s Military
","W.W. Norton
",2004,116,2004,223,General Nonfiction
David Maraniss,4914,finalist,1438981252,finalists/david-maraniss-0,,220,116,"They Marched Into Sunlight: War and Peace, Vietnam and America, October1967
","Simon &amp; Schuster
",2004,116,2004,220,History
Daniel Okrent,4915,finalist,1438981252,finalists/daniel-okrent,,220,116,"Great Fortune: The Epic of Rockefeller Center
","Viking
",2004,116,2004,220,History
