title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Jesse Lynch Williams,5709,winner,1439235117,winners/jesse-lynch-williams,,218,202,"Why Marry?
",,1918,202,1918,218,Drama
No author named,5710,winner,1439235120,winners/no-author-named-7,"For the editorial article, &quot;Vae Victis!&quot; and the editorial, &quot;War Has Its Compensation.&quot;
",214,202,"Louisville Courier Journal
",,1918,202,1918,214,Editorial Writing
James Ford Rhodes,5711,winner,1469041163,winners/james-ford-rhodes,,220,202,"History of the Civil War, 1861-1865",Macmillan,1918,202,1918,220,History
Ernest Poole,5712,winner,1469638247,winners/ernest-poole,,261,202,His Family,Macmillan,1918,202,1918,261,Novel
Sara Teasdale,5713,winner,1439235120,winners/sara-teasdale,"This award was made possible by a special grant from The Poetry Society.
",224,202,"Love Songs
",,1918,202,1918,224,Poetry
The New York Times,5714,winner,1439235120,winners/new-york-times,"For its public service in publishing in full so many official reports, documents and speeches by European statesmen relating to the progress and conduct of the war.
",204,202,"The New York Times
",,1918,202,1918,204,Public Service
Harold A. Littledale,5715,winner,1439235120,winners/harold-littledale,"For series of articles exposing abuses in and leading to the reform of the New Jersey State prison.
",272,202,"New York Evening Post
",,1918,202,1918,272,Reporting
Minna Lewinson and Henry Beetle Hough,7104,winner,1439235209,winners/minna-lewinson-and-henry-beetle-hough,"For their history of the services rendered to the public by the American Press during the preceding year. (1918 was the only year in which this particular award was given.)
",270,202,,,1918,202,1918,270,Newspaper History Award
David Shribman,6786,winner,1452032380,winners/david-shribman,"For his analytical reporting on Washington developments and the national scene.
",278,125,The Boston Globe,,1995,125,1995,278,Beat Reporting
Joan D. Hedrick,6787,winner,1441901265,winners/joan-d-hedrick,,222,125,Harriet Beecher Stowe: A Life,Oxford University Press,1995,125,1995,222,Biography
Jim Dwyer,6788,winner,1450303125,winners/jim-dwyer,"For his compelling and compassionate columns about New York City.
",212,125,Newsday,,1995,125,1995,212,Commentary
Margo Jefferson,6789,winner,1452033434,winners/margo-jefferson,"For her book reviews and other cultural criticism.
",213,125,The New York Times,,1995,125,1995,213,Criticism
Horton Foote,6790,winner,1441900334,winners/horton-foote,,218,125,The Young Man From Atlanta,,1995,125,1995,218,Drama
Mike Luckovich,6791,winner,1450890261,winners/mike-luckovich,,215,125,The Atlanta Constitution,,1995,125,1995,215,Editorial Cartooning
Jeffrey Good,6792,winner,1452033279,winners/jeffrey-good,"For his editorial campaign urging reform of Florida&#039;s probate system for settling estates.
",214,125,The St. Petersburg (FL) Times,,1995,125,1995,214,Editorial Writing
Leon Dash and Lucian Perkins,6793,winner,1452032158,winners/leon-dash-and-lucian-perkins,"For their profile of a District of Columbia family&#039;s struggle with destructive cycles of poverty, illiteracy, crime and drug abuse.
",264,125,The Washington Post,,1995,125,1995,264,Explanatory Journalism
Staff,6794,winner,1462986714,winners/staff-35,"For its portfolio of photographs chronicling the horror and devastation in Rwanda.
",217,125,Associated Press,,1995,125,1995,217,Feature Photography
Ron Suskind,6795,winner,1452032688,winners/ron-suskind,"For his stories about inner-city honor students in Washington, D.C., and their determination to survive and prosper.
",211,125,The Wall Street Journal,,1995,125,1995,211,Feature Writing
Carol Shields,6796,winner,1441899037,winners/carol-shields,,219,125,The Stone Diaries,Viking,1995,125,1995,219,Fiction
Jonathan Weiner,6797,winner,1441901769,winners/jonathan-weiner,,223,125,The Beak Of The Finch: A Story Of Evolution In Our Time,Alfred A. Knopf,1995,125,1995,223,General Nonfiction
Doris Kearns Goodwin,6798,winner,1441900700,winners/doris-kearns-goodwin,,220,125,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Simon &amp; Schuster,1995,125,1995,220,History
Mark Fritz,6799,winner,1450302406,winners/mark-fritz,"For his reporting on the ethnic violence and slaughter in Rwanda.
",210,125,Associated Press,,1995,125,1995,210,International Reporting
Brian Donovan and Stephanie Saul,6800,winner,1449160717,winners/brian-donovan-and-stephanie-saul,"For their stories that revealed disability pension abuses by local police.
",206,125,Newsday,,1995,125,1995,206,Investigative Reporting
Morton Gould,6801,winner,1441902074,winners/morton-gould,"Premiered on March 10, 1994, by the National Symphony Orchestra at The John F. Kennedy Center, Washington, D.C..
",225,125,Stringmusic,,1995,125,1995,225,Music
Tony Horwitz,6802,winner,1448309188,winners/tony-horwitz,"For stories about working conditions in low-wage America.
",209,125,The Wall Street Journal,,1995,125,1995,209,National Reporting
Philip Levine,6803,winner,1441901456,winners/philip-levine,,224,125,The Simple Truth,Alfred A. Knopf,1995,125,1995,224,Poetry
The Virgin Islands Daily News,6804,winner,1442867896,winners/virgin-islands-daily-news,"For its disclosure of the links between the region&#039;s rampant crime rate and corruption in the local criminal justice system. The reporting, largely the work of Melvin Claxton, initiated political reforms.
",204,125,The Virgin Islands Daily News,,1995,125,1995,204,Public Service
Carol Guzy,6805,winner,1451844685,winners/carol-guzy,"For her series of photographs illustrating the crisis in Haiti and its aftermath.
",274,125,The Washington Post,,1995,125,1995,274,Spot News Photography
Staff,6806,winner,1450299931,winners/staff-36,"For its reporting on January 17, 1994, of the chaos and devastation in the aftermath of the Northridge earthquake.
",275,125,Los Angeles Times,,1995,125,1995,275,Spot News Reporting
Forrest Wilson,5918,winner,1439235131,winners/forrest-wilson,,222,178,"Crusader in Crinoline
","Lippincott
",1942,178,1942,222,Biography
Carlos P. Romulo,5919,winner,1439235131,winners/carlos-p-romulo,"For his observations and forecasts of Far Eastern developments during a tour of the trouble centers from Hong Kong to Batavia.
",263,178,"Philippines Herald
",,1942,178,1942,263,Correspondence
Herbert Lawrence Block,5920,winner,1439235131,winners/herbert-lawrence-block,"For &quot;British Plane.&quot;
",215,178,"NEA service
","Herblock
",1942,178,1942,215,Editorial Cartooning
Geoffrey Parsons,5921,winner,1439235131,winners/geoffrey-parsons,"For his distinguished editorial writing during the year.
",214,178,"New York Herald Tribune
",,1942,178,1942,214,Editorial Writing
Margaret Leech,5922,winner,1439235131,winners/margaret-leech,,220,178,"Reveille in Washington, 1860-1865
","Harper
",1942,178,1942,220,History
Ellen Glasgow,5923,winner,1439235131,winners/ellen-glasgow,,261,178,"In This Our Life
","Harcourt
",1942,178,1942,261,Novel
Milton Brooks,5924,winner,1439235131,winners/milton-brooks,"For his photo entitled, &quot;Ford Strikers Riot.&quot;
",271,178,"The Detroit News
",,1942,178,1942,271,Photography
William Rose Benet,5925,winner,1439235131,winners/william-rose-benet,,224,178,"The Dust Which Is God
","Dodd
",1942,178,1942,224,Poetry
Los Angeles Times,5926,winner,1439235131,winners/los-angeles-times,"For its successful campaign which resulted in the clarification and confirmation for all American newspapers of the right of free press as guaranteed under the Constitution.
",204,178,"Los Angeles Times
",,1942,178,1942,204,Public Service
Stanton Delaplane,5927,winner,1439235131,winners/stanton-delaplane,"For his articles on the movement of several California and Oregon counties to secede to form a forty ninth state.
",272,178,"San Francisco Chronicle
",,1942,178,1942,272,Reporting
Laurence Edmund Allen,5928,winner,1439235131,winners/laurence-edmund-allen,"For his stories of the activities of the British Mediterranean Fleet, written as an accredited correspondent attached to the fleet.
",,178,"Associated Press
",,1942,178,1942,,
Laurence Edmund Allen,13924,winner,1444839818,winners/laurence-edmund-allen-0,"For his stories of the activities of the British Mediterranean Fleet, written as an accredited correspondent attached to the fleet.
",276,178,"Associated Press
",,1942,178,1942,276,Telegraphic Reporting - International
Louis Stark,13925,winner,1444839818,winners/louis-stark,"For his distinguished reporting of important labor stories during the year.
",277,178,"The New York Times
",,1942,178,1942,277,Telegraphic Reporting - National
Sarah Stillman of The New Yorker,22346,winner,1730215565,winners/sarah-stillman-new-yorker,"For a searing indictment of our legal system’s reliance on the felony murder charge and its disparate consequences, often devastating for communities of color.",207,651,,,2024,651,2024,207,Explanatory Reporting
Staff of Reuters,22348,winner,1730217758,winners/staff-reuters,"For an eye-opening series of accountability stories focused on Elon Musk’s automobile and aerospace businesses, stories that displayed remarkable breadth and depth and provoked official probes of his companies’ practices in Europe and the United States.
",209,651,,,2024,651,2024,209,National Reporting
Hannah Dreier of The New York Times,22352,winner,1730215449,winners/hannah-dreier-new-york-times,For a deeply reported series of stories revealing the stunning reach of migrant child labor across the United States—and the corporate and governmental failures that perpetuate it.,206,651,,,2024,651,2024,206,Investigative Reporting
"Vladimir Kara-Murza, contributor, The Washington Post",22355,winner,1730219854,winners/vladimir-kara-murza-contributor-washington-post,"For passionate columns written under great personal risk from his prison cell, warning of the consequences of dissent in Vladimir Putin’s Russia and insisting on a democratic future for his country.",212,651,,,2024,651,2024,212,Commentary
David E. Hoffman of The Washington Post,22356,winner,1730220037,winners/david-e-hoffman-washington-post,"For a compelling and well-researched series on new technologies and the tactics authoritarian regimes use to repress dissent in the digital age, and how they can be fought. ",214,651,,,2024,651,2024,214,Editorial Writing
Justin Chang of the Los Angeles Times,22359,winner,1730219930,winners/justin-chang-los-angeles-times,For richly evocative and genre-spanning film criticism that reflects on the contemporary moviegoing experience.,213,651,,,2024,651,2024,213,Criticism
"ProPublica, for the work of Joshua Kaplan, Justin Elliott, Brett Murphy, Alex Mierjeski and Kirsten Berg",22361,winner,1730213626,winners/propublica-work-joshua-kaplan-justin-elliott-brett-murphy-alex-mierjeski-and-kirsten-berg,"Groundbreaking and ambitious reporting that pierced the thick wall of secrecy surrounding the Supreme Court to reveal how a small group of politically influential billionaires wooed justices with lavish gifts and travel, pushing the Court to adopt its first code of conduct.   
",204,651,,,2024,651,2024,204,Public Service
Staff of The New York Times,22364,winner,1730219545,winners/staff-new-york-times-2,"For its wide-ranging and revelatory coverage of Hamas’ lethal attack in southern Israel on October 7, Israel’s intelligence failures and the Israeli military’s sweeping, deadly response in Gaza.
",210,651,,,2024,651,2024,210,International Reporting
"Katie Engelhart, contributing writer, The New York Times",22368,winner,1730219714,winners/katie-engelhart-contributing-writer-new-york-times,"For her fair-minded portrait of a family’s legal and emotional struggles during a matriarch’s progressive dementia that sensitively probes the mystery of a person’s essential self.
",211,651,,,2024,651,2024,211,Feature Writing
"Staff of Lookout Santa Cruz, California",22371,winner,1730214537,winners/staff-lookout-santa-cruz-california,"For its detailed and nimble community-focused coverage, over a holiday weekend, of catastrophic flooding and mudslides that displaced thousands of residents and destroyed more than 1,000 homes and businesses. 
",205,651,,,2024,651,2024,205,Breaking News Reporting
Sarah Conway of City Bureau and Trina Reynolds-Tyler of the Invisible Institute,22374,winner,1730215780,winners/sarah-conway-city-bureau-and-trina-reynolds-tyler-invisible-institute,For their investigative series on missing Black girls and women in Chicago that revealed how systemic racism and police department neglect contributed to the crisis.,208,651,,,2024,651,2024,208,Local Reporting
Photography Staff of Reuters,22524,winner,1730220733,winners/photography-staff-reuters-3,For raw and urgent photographs documenting the October 7th deadly attack in Israel by Hamas and the first weeks of Israel’s devastating assault on Gaza.  ,216,651,,,2024,651,2024,216,Breaking News Photography
Photography Staff of Associated Press,22525,winner,1730222228,winners/photography-staff-associated-press-1,For poignant photographs chronicling unprecedented masses of migrants and their arduous journey north from Colombia to the border of the United States.,217,651,,,2024,651,2024,217,Feature Photography
Staffs of the Invisible Institute and USG Audio,22528,winner,1730223191,winners/staffs-invisible-institute-and-usg-audio,"For a powerful series that revisits a Chicago hate crime from the 1990s, a fluid amalgam of memoir, community history and journalism.",631,651,,,2024,651,2024,631,Audio Reporting
Jayne Anne Phillips,22533,winner,1730230229,winners/jayne-anne-phillips,"A beautifully rendered novel set in West Virginia’s Trans-Allegheny Lunatic Asylum in the aftermath of the Civil War where a severely wounded Union veteran, a 12-year-old girl and her mother, long abused by a Confederate soldier, struggle to heal.",219,651,Night Watch,Knopf,2024,651,2024,219,Fiction
Jacqueline Jones,22535,winner,1730230375,winners/jacqueline-jones,A breathtakingly original reconstruction of free Black life in Boston that profoundly reshapes our understanding of the city’s abolitionist legacy and the challenging reality for its Black residents. ,220,651,No Right to an Honest Living: The Struggles of Boston’s Black Workers in the Civil War Era ,Basic Books,2024,651,2024,220,History
Jonathan Eig,22539,winner,1730230503,winners/jonathan-eig,"A revelatory portrait of Martin Luther King, Jr. that draws on new sources to enrich our understanding of each stage of the civil rights leader’s life, exploring his strengths and weaknesses, including the self-questioning and depression that accompanied his determination.   
",222,651,King: A Life,"Farrar, Straus and Giroux",2024,651,2024,222,Biography
Ilyon Woo,22540,winner,1730230593,winners/ilyon-woo,"A rich narrative of the Crafts, an enslaved couple who escaped from Georgia in 1848, with light-skinned Ellen disguised as a disabled white gentleman and William as her manservant, exploiting assumptions about race, class and disability to hide in public on their journey to the North, where they became famous abolitionists while evading bounty hunters.",222,651,Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,Simon &amp; Schuster,2024,651,2024,222,Biography
Cristina Rivera Garza,22541,winner,1730230941,winners/cristina-rivera-garza,"A genre-bending account of the author’s 20-year-old sister, murdered by a former boyfriend, that mixes memoir, feminist investigative journalism and poetic biography stitched together with a determination born of loss.
",650,651,Liliana’s Invincible Summer: A Sister’s Search for Justice,Hogarth,2024,651,2024,650,Memoir or Autobiography
Brandon Som,22546,winner,1730231080,winners/brandon-som,"A collection that deeply engages with the complexities of the poet’s dual Mexican and Chinese heritage, highlighting the dignity of his family’s working lives, creating community rather than conflict.",224,651,Tripas: Poems,Georgia Review Books,2024,651,2024,224,Poetry
Nathan Thrall,22548,winner,1730231304,winners/nathan-thrall,"A finely reported and intimate account of life under Israeli occupation of the West Bank, told through a portrait of a Palestinian father whose five-year-old son dies in a fiery school bus crash when Israeli and Palestinian rescue teams are delayed by security regulations.",223,651,A Day in the Life of Abed Salama: Anatomy of a Jerusalem Tragedy,Metropolitan Books,2024,651,2024,223,General Nonfiction
Staff of The Washington Post,22551,winner,1730219136,winners/staff-washington-post-0,"For its sobering examination of the AR-15 semi-automatic rifle, which forced readers to reckon with the horrors wrought by the weapon often used for mass shootings in America. (Moved by the Board from the Public Service category, where it also was entered and nominated.)",209,651,,,2024,651,2024,209,National Reporting
Eboni Booth,22558,winner,1730230204,winners/eboni-booth,"A simple and elegantly crafted story of an emotionally damaged man who finds a new job, new friends and a new sense of worth, illustrating how small acts of kindness can change a person’s life and enrich an entire community.",218,651,Primary Trust,,2024,651,2024,218,Drama
Tyshawn Sorey,22559,winner,1730231453,winners/tyshawn-sorey,"Premiered on March 16, 2023 at Atlanta Symphony Hall, an introspective saxophone concerto with a wide range of textures presented in a slow tempo, a beautiful homage that’s quietly intense, treasuring intimacy rather than spectacle.",225,651,Adagio (For Wadada Leo Smith),,2024,651,2024,225,Music
"Medar de la Cruz, contributor, The New Yorker",22562,winner,1730220262,winners/medar-de-la-cruz-contributor-new-yorker,For his visually-driven story set inside Rikers Island jail using bold black-and-white images that humanize the prisoners and staff through their hunger for books.,644,651,,,2024,651,2024,644,Illustrated Reporting and Commentary
Greg Tate,22563,winner,1730231987,winners/greg-tate,"A special citation for the late writer and critic Greg Tate, whose language – cribbed from literature, academia, popular culture and hip-hop – was as influential as the content of his ideas. His aesthetic, innovations and intellectual originality, particularly in his pioneering hip-hop criticism, continue to influence subsequent generations, especially writers and critics of color.",260,651,,,2024,651,2024,260,Special Citations and Awards
Journalists and Media Workers Covering the War in Gaza,22564,winner,1714848880,winners/journalists-and-media-workers-covering-war-gaza,"In recent years the Pulitzer Board has issued citations honoring journalists covering wars in Ukraine and Afghanistan. This year, the Board recognizes the courageous work of journalists and media workers covering the war in Gaza. Under horrific conditions, an extraordinary number of journalists have died in the effort to tell the stories of Palestinians and others in Gaza. This war has also claimed the lives of poets and writers among the casualties. As the Pulitzer Prizes honor categories of journalism, arts, and letters, we mark the loss of invaluable records of the human experience.",260,651,,,2024,651,2024,260,Special Citations and Awards
Leon Edel,6197,winner,1439235145,winners/leon-edel,,222,157,"Henry James
","Lippincott
",1963,157,1963,222,Biography
Frank Miller,6198,winner,1439235145,winners/frank-miller,"For a cartoon which showed a world destroyed with one ragged figure calling to another: &quot;I said we sure settled that dispute, didn&#039;t we!&quot;
",215,157,"Des Moines Register
",,1963,157,1963,215,Editorial Cartooning
Ira B. Harkey,6199,winner,1439235145,winners/ira-b-harkey,"For his courageous editorials devoted to the processes of law and reason during the integration crisis in Mississippi in 1962.
",214,157,"Pascagoula (MS) Chronicle
",,1963,157,1963,214,Editorial Writing
William Faulkner,6200,winner,1439235145,winners/william-faulkner-0,,219,157,"The Reivers
","Random
",1963,157,1963,219,Fiction
Barbara W. Tuchman,6201,winner,1439235145,winners/barbara-w-tuchman,,223,157,"The Guns of August
","Macmillan
",1963,157,1963,223,General Nonfiction
Constance McLaughlin Green,6202,winner,1439235145,winners/constance-mclaughlin-green,,220,157,"Washington, Village and Capital, 1800-1878
","Princeton Univ. Press
",1963,157,1963,220,History
Hal Hendrix,6203,winner,1439235145,winners/hal-hendrix,"For his persistent reporting which revealed, at an early stage, that the Soviet Union was installing missile launching pads in Cuba and sending in large numbers of MIG-21 aircraft.
",210,157,"The Miami (FL) News
",,1963,157,1963,210,International Reporting
"Sylvan Fox, Anthony Shannon and William Longgood",6204,winner,1439235145,winners/sylvan-fox-anthony-shannon-and-william-longgood,"For their reporting of an air crash in Jamaica Bay, killing 95 persons on March 1, 1962.
",,157,"New York World-Telegram and Sun
",,1963,157,1963,,
"Oscar Griffin, Jr.",6205,winner,1439235145,winners/oscar-griffin-jr,"Who as editor initiated the exposure of the Billie Sol Estes scandal and thereby brought a major fraud on the United States government to national attention with resultant investigation, prosecution and conviction of Estes.
",,157,"Pecos (TX) Independent and Enterprise
",,1963,157,1963,,
Samuel Barber,6206,winner,1439235145,winners/samuel-barber-0,"Premiered with the Boston Symphony at Philharmonic Hall on September 24, 1962.
",225,157,"Piano Concerto No. 1
",,1963,157,1963,225,Music
Anthony Lewis,6207,winner,1439235145,winners/anthony-lewis-0,"For his distinguished reporting of the proceedings of the United States Supreme Court during the year, with particular emphasis on the coverage of the decision in the reapportionment case and its consequences in many of the States of the Union.
",209,157,"The New York Times
",,1963,157,1963,209,National Reporting
Hector Rondon,6208,winner,1439235145,winners/hector-rondon,"For his remarkable picture of a priest holding a wounded soldier in the 1962 Venezuelan insurrection: &quot;Aid From The Padre.&quot; The photograph was distributed by the Associated Press.
",271,157,"La Republica
",,1963,157,1963,271,Photography
William Carlos Williams,6209,winner,1439235145,winners/william-carlos-williams,,224,157,"Pictures from Brueghel
","New Directions
",1963,157,1963,224,Poetry
Chicago Daily News,6210,winner,1459315746,winners/chicago-daily-news-0,"For calling public attention to the issue of providing birth control services in the public health programs in its area.
",204,157,Chicago Daily News,,1963,157,1963,204,Public Service
"Sylvan Fox, Anthony Shannon and William Longgood",13955,winner,1444839818,winners/sylvan-fox-anthony-shannon-and-william-longgood-0,"For their reporting of an air crash in Jamaica Bay, killing 95 persons on March 1, 1962.
",268,157,"New York World-Telegram and Sun
",,1963,157,1963,268,Local Reporting - Edition time
"Oscar Griffin, Jr.",13956,winner,1444839818,winners/oscar-griffin-jr-0,"Who as editor initiated the exposure of the Billie Sol Estes scandal and thereby brought a major fraud on the United States government to national attention with resultant investigation, prosecution and conviction of Estes.
",269,157,"Pecos (TX) Independent and Enterprise
",,1963,157,1963,269,Local Reporting - No edition time
No award,7149,winner,1439235215,winners/no-award-4,"No award
",219,108,,,2012,108,2012,219,Fiction
Manning Marable,7150,winner,1443559427,winners/manning-marable,"An exploration of the legendary life and provocative views of one of the most significant African-Americans in U.S. history, a work that separates fact from fiction and blends the heroic and tragic.
",220,108,Malcolm X: A Life of Reinvention,Viking,2012,108,2012,220,History
John Lewis Gaddis,7151,winner,1443200464,winners/john-lewis-gaddis,"An engaging portrait of a globetrotting diplomat whose complicated life was interwoven with the Cold War and America&#039;s emergence as the world&#039;s dominant power.
",222,108,George F. Kennan: An American Life,The Penguin Press,2012,108,2012,222,Biography
Tracy K. Smith,7152,winner,1443201281,winners/tracy-k-smith,"A collection of bold, skillful poems, taking readers into the universe and moving them to an authentic mix of joy and pain.
",224,108,Life on Mars,Graywolf Press,2012,108,2012,224,Poetry
Kevin Puts,7153,winner,1443201606,winners/kevin-puts,"A stirring opera that recounts the true story of a spontaneous cease-fire among Scottish, French and Germans during World War I, displaying versatility of style and cutting straight to the heart.  Libretto by Mark Campbell (Aperto Press).
",225,108,Silent Night: Opera in Two Acts,Aperto Press,2012,108,2012,225,Music
The Philadelphia Inquirer,7154,winner,1461689921,winners/philadelphia-inquirer-0,"For its exploration of pervasive violence in the city&#039;s schools, using powerful print narratives and videos to illuminate crimes committed by children against children and to stir reforms to improve safety for teachers and students.
",204,108,The Philadelphia Inquirer,,2012,108,2012,204,Public Service
Staff,7155,winner,1459315746,winners/staff-72,"For its enterprising coverage of a deadly tornado, using social media as well as traditional reporting to provide real-time updates, help locate missing people and produce in-depth print accounts even after power disruption forced the paper to publish at another plant 50 miles away.
",205,108,The Tuscaloosa News,,2012,108,2012,205,Breaking News Reporting
Quiara Alegría Hudes,7156,winner,1461001054,winners/quiara-alegria-hudes,"An imaginative play about the search for meaning by a returning Iraq war veteran working in a sandwich shop in his hometown of Philadelphia.
",218,108,Water by the Spoonful,,2012,108,2012,218,Drama
"Matt Apuzzo, Adam Goldman, Eileen Sullivan and Chris Hawley",7157,winner,1450306607,winners/matt-apuzzo-adam-goldman-eileen-sullivan-and-chris-hawley,"For their spotlighting of the New York Police Department&#039;s clandestine spying program that monitored daily life in Muslim communities, resulting in congressional calls for a federal investigation, and a debate over the proper role of domestic intelligence gathering.
",206,108,the Associated Press,,2012,108,2012,206,Investigative Reporting
Michael J. Berens and Ken Armstrong,7158,winner,1450306867,winners/michael-j-berens-and-ken-armstrong,"For their investigation of how a little known governmental body in Washington State moved vulnerable patients from safer pain-control medication to methadone, a cheaper but more dangerous drug, coverage that prompted statewide health warnings.
",206,108,The Seattle Times,,2012,108,2012,206,Investigative Reporting
David Kocieniewski,7159,winner,1450307093,winners/david-kocieniewski,"For his lucid series that penetrated a legal thicket to explain how the nation&#039;s wealthiest citizens and corporations often exploited loopholes and avoided taxes.
",207,108,The New York Times,,2012,108,2012,207,Explanatory Reporting
Sara Ganim and members of The Patriot-News Staff,7160,winner,1450307001,winners/sara-ganim-and-members-patriot-news-staff,"For courageously revealing and adeptly covering the explosive Penn State sex scandal involving former football coach Jerry Sandusky.
",208,108,,,2012,108,2012,208,Local Reporting
David Wood,7161,winner,1448919647,winners/david-wood,"For his riveting exploration of the physical and emotional challenges facing American soldiers severely wounded in Iraq and Afghanistan during a decade of war.
",209,108,The Huffington Post,,2012,108,2012,209,National Reporting
Jeffrey Gettleman,7162,winner,1452096417,winners/jeffrey-gettleman,"For his vivid reports, often at personal peril, on famine and conflict in East Africa, a neglected but increasingly strategic part of the world.
",210,108,The New York Times,,2012,108,2012,210,International Reporting
Eli Sanders,7163,winner,1449691285,winners/eli-sanders,"For his haunting story of a woman who survived a brutal attack that took the life of her partner, using the woman&#039;s brave courtroom testimony and the details of the crime to construct a moving narrative.
",211,108,The Stranger,,2012,108,2012,211,Feature Writing
Mary Schmich,7164,winner,1461253650,winners/mary-schmich,"For her wide range of down-to-earth columns that reflect the character and capture the culture of her famed city.
",212,108,Chicago Tribune,,2012,108,2012,212,Commentary
Wesley Morris,7165,winner,1459315746,winners/wesley-morris,"For his smart, inventive film criticism, distinguished by pinpoint prose and an easy traverse between the art house and the big-screen box office.
",213,108,The Boston Globe,,2012,108,2012,213,Criticism
Matt Wuerker,7166,winner,1450461392,winners/matt-wuerker,"For his consistently fresh, funny cartoons, especially memorable for lampooning the partisan conflict that engulfed Washington.
",215,108,POLITICO,,2012,108,2012,215,Editorial Cartooning
Massoud Hossaini,7167,winner,1450449544,winners/massoud-hossaini,"For his heartbreaking image of a girl crying in fear after a suicide bomber&#039;s attack at a crowded shrine in Kabul.
",216,108,Agence France-Presse ,,2012,108,2012,216,Breaking News Photography
Craig F. Walker,7168,winner,1448377844,winners/craig-f-walker-0,"For his compassionate chronicle of an honorably discharged veteran, home from Iraq and struggling with a severe case of post-traumatic stress, images that enable viewers to better grasp a national issue. 
",217,108,The Denver Post,,2012,108,2012,217,Feature Photography
No award,7169,winner,1439235220,winners/no-award-5,"No award
",214,108,,,2012,108,2012,214,Editorial Writing
Stephen Greenblatt,7170,winner,1444244328,winners/stephen-greenblatt,,223,108,The Swerve: How the World Became Modern,W.W. Norton &amp; Company,2012,108,2012,223,General Nonfiction
David J. Garrow,6613,winner,1439235170,winners/david-j-garrow,,222,133,"Bearing the Cross: Martin Luther King Jr. and the Southern Christian Leadership Conference
","William Morrow
",1987,133,1987,222,Biography
Charles Krauthammer,6614,winner,1533230656,winners/charles-krauthammer,"For his witty and insightful columns on national issues.
",212,133,The Washington Post Writers Group,,1987,133,1987,212,Commentary
Richard Eder,6615,winner,1439235170,winners/richard-eder,"For his book reviews.
",213,133,"Los Angeles Times
",,1987,133,1987,213,Criticism
August Wilson,6616,winner,1439235170,winners/august-wilson,,218,133,"Fences
",,1987,133,1987,218,Drama
Berke Breathed,6617,winner,1439235170,winners/berke-breathed,,215,133,"The Washington Post Writers Group
",,1987,133,1987,215,Editorial Cartooning
Jonathan Freedman,6618,winner,1439235170,winners/jonathan-freedman,"For his editorials urging passage of the first major immigration reform act in 34 years.
",214,133,"The Tribune
",,1987,133,1987,214,Editorial Writing
Jeff Lyon and Peter Gorner,6619,winner,1439235170,winners/jeff-lyon-and-peter-gorner,"For their series on the promises of gene therapy, which examined the implications of this revolutionary medical treatment.
",264,133,"Chicago Tribune
",,1987,133,1987,264,Explanatory Journalism
David Peterson,6620,winner,1439235170,winners/david-peterson,"For his photographs depicting the shattered dreams of American farmers.
",217,133,"Des Moines Register
",,1987,133,1987,217,Feature Photography
Steve Twomey,6621,winner,1439235170,winners/steve-twomey,"For his illuminating profile of life aboard an aircraft carrier.
",211,133,"The Philadelphia Inquirer
",,1987,133,1987,211,Feature Writing
Peter Taylor,6622,winner,1439235170,winners/peter-taylor,,219,133,"A Summons to Memphis
","Alfred A. Knopf
",1987,133,1987,219,Fiction
Staff,6623,winner,1439235170,winners/staff-20,"For its coverage, under deadline pressure, of the attempted takeover of Goodyear Tire and Rubber Co. by a European financier.
",265,133,"Akron Beacon Journal
",,1987,133,1987,265,General News Reporting
David K. Shipler,6624,winner,1439235170,winners/david-k-shipler,,223,133,"Arab and Jew: Wounded Spirits in a Promised Land
","Times Books
",1987,133,1987,223,General Nonfiction
Bernard Bailyn,6625,winner,1439235170,winners/bernard-bailyn-0,,220,133,"Voyagers to the West: A Passage in the Peopling of America on the Eve of the Revolution
","Alfred A. Knopf
",1987,133,1987,220,History
Michael Parks,6626,winner,1439235170,winners/michael-parks,"For his balanced and comprehensive coverage of South Africa.
",210,133,"Los Angeles Times
",,1987,133,1987,210,International Reporting
John Woestendiek,6627,winner,1439235170,winners/john-woestendiek,"For outstanding prison beat reporting, which included proving the innocence of a man convicted of murder.
",206,133,"The Philadelphia Inquirer
",,1987,133,1987,206,Investigative Reporting
"Daniel R. Biddle, H. G. Bissinger and Fredric N. Tulsky",6628,winner,1439235170,winners/daniel-r-biddle-h-g-bissinger-and-fredric-n-tulsky,"For their series &quot;Disorder in the Court,&quot; which revealed transgressions of justice in the Philadelphia court system and led to federal and state investigations.
",206,133,"The Philadelphia Inquirer
",,1987,133,1987,206,Investigative Reporting
John Harbison,6629,winner,1439235170,winners/john-harbison,"Premiered by the Cantata Singers and Ensemble on November 21, 1986, at the New England Conservatory in Boston.
",225,133,"The Flight Into Egypt
",,1987,133,1987,225,Music
Staff,6630,winner,1439235170,winners/staff-21,"For its exclusive reporting and persistent coverage of the U.S. -- Iran-Contra connection.
",209,133,"Miami Herald
",,1987,133,1987,209,National Reporting
